accessno,activity,access_date_time,access_time
10157,Enrollment Shopping Cart,8:46 PM,6/8/2017
8459,Enrollment Shopping Cart,8:43 AM,3/19/2017
8868,My Planner,12:43 PM,3/6/2015
11578,Enrollment Shopping Cart,3:23 PM,4/23/2013
6590,View Graduation Status,12:59 AM,2/13/2017
10951,View Graduation Status,1:41 AM,10/23/2016
10275,Enrollment Shopping Cart,10:21 PM,4/21/2013
2848,My Planner,12:48 PM,5/27/2012
3674,Enrollment Shopping Cart,11:27 AM,12/1/2013
8777,Enrollment Shopping Cart,12:58 AM,3/14/2013
14369,Enrollment Shopping Cart,6:32 PM,5/30/2017
12763, View Degree Progress Report,6:21 AM,10/26/2015
2737,My Planner,10:58 AM,2/26/2012
9802,Enrollment Shopping Cart,12:28 PM,5/9/2014
2066,My Planner,7:11 PM,6/3/2014
13552,My Planner,3:15 AM,6/24/2014
8015,Enrollment Shopping Cart,5:19 AM,6/6/2017
2305,Enrollment Shopping Cart,6:47 AM,6/24/2017
13063,My Planner,7:29 PM,6/28/2017
4672,Enrollment Shopping Cart,2:52 PM,10/22/2013
2679,Enrollment Shopping Cart,8:05 AM,4/29/2014
13344,Enrollment Shopping Cart,5:12 AM,4/14/2014
10056,My Planner,7:31 AM,1/22/2012
12016,My Planner,11:45 AM,3/24/2012
13938,My Planner,6:24 AM,5/8/2017
2610,My Planner,12:15 AM,1/14/2016
5939,My Planner,4:11 AM,7/1/2012
13143,My Planner,10:45 PM,12/19/2016
39,View Graduation Status,9:48 PM,3/18/2017
9148,My Planner,5:34 PM,10/9/2016
5657,Enrollment Shopping Cart,5:37 AM,4/16/2012
11163,Enrollment Shopping Cart,8:35 AM,3/25/2017
5328,Enrollment Shopping Cart,9:54 AM,12/1/2012
928,View Graduation Status,7:14 PM,7/23/2015
14282,Enrollment Shopping Cart,8:29 AM,4/16/2013
9630,My Academic Requirements,8:00 PM,2/20/2017
13792,Enrollment Shopping Cart,5:12 PM,10/5/2011
5874,Enrollment Shopping Cart,11:33 AM,8/15/2015
5960,Enrollment Shopping Cart,10:55 PM,11/11/2012
5110,Enrollment Shopping Cart,9:11 AM,1/2/2012
1641,Enrollment Shopping Cart,8:24 AM,2/1/2012
738,Enrollment Shopping Cart,5:49 AM,1/26/2012
4996,My Planner,2:26 AM,2/18/2015
11885,My Planner,6:49 PM,9/15/2012
2211,View Graduation Status,3:06 AM,3/16/2013
10255,Enrollment Shopping Cart,3:10 PM,11/1/2013
14385,Enrollment Shopping Cart,10:58 PM,4/3/2013
4917,My Planner,5:21 PM,6/14/2013
1968,My Academic Requirements,12:38 AM,4/30/2015
10567,Enrollment Shopping Cart,3:34 AM,7/30/2012
10861,Enrollment Shopping Cart,2:43 PM,1/13/2014
12656,My Planner,8:27 AM,10/10/2014
13130,Enrollment Shopping Cart,6:44 PM,8/30/2016
14634,View Graduation Status,9:18 AM,5/25/2014
10915,My Planner,2:00 AM,9/7/2014
14355, View Degree Progress Report,8:55 PM,2/15/2012
2386,My Planner,10:47 AM,10/2/2013
14191, View Degree Progress Report,1:46 PM,12/29/2016
14464,My Planner,11:19 PM,8/7/2016
8872,My Planner,9:10 PM,3/3/2013
14393,Enrollment Shopping Cart,4:38 PM,12/4/2016
4901,View Graduation Status,6:26 PM,9/7/2011
4836,Enrollment Shopping Cart,5:36 AM,9/29/2012
3113,Enrollment Shopping Cart,1:18 AM,5/27/2012
9172,My Academic Requirements,10:10 AM,10/21/2011
218,Enrollment Shopping Cart,1:30 AM,11/1/2013
10631,Enrollment Shopping Cart,6:34 PM,9/2/2014
14923,Enrollment Shopping Cart,5:55 PM,8/3/2017
6891,Enrollment Shopping Cart,2:05 PM,8/4/2017
359,View Graduation Status,3:50 PM,9/12/2013
9473,Enrollment Shopping Cart,2:16 PM,8/27/2013
5306,View Graduation Status,3:24 AM,8/20/2011
2101,Enrollment Shopping Cart,7:57 AM,2/18/2015
1874,My Planner,10:13 AM,5/5/2014
8597,View Graduation Status,8:37 AM,3/25/2015
5315,My Planner,2:31 PM,5/31/2016
1220,Enrollment Shopping Cart,12:43 PM,3/1/2016
14659,My Planner,7:11 PM,11/10/2012
12261,Enrollment Shopping Cart,3:29 AM,6/11/2013
14917,My Planner,8:23 PM,10/14/2013
5138,Enrollment Shopping Cart,6:02 AM,7/14/2013
14962,View Graduation Status,2:58 PM,6/22/2014
5567,Enrollment Shopping Cart,11:26 AM,7/14/2017
2306, View Degree Progress Report,11:16 PM,11/8/2014
2105,Enrollment Shopping Cart,5:37 PM,7/10/2014
6160,My Planner,1:24 PM,11/23/2016
12995,Enrollment Shopping Cart,5:09 PM,12/30/2012
2614,My Planner,11:39 AM,11/11/2014
14229,My Planner,3:34 AM,1/11/2012
8044,Enrollment Shopping Cart,12:12 PM,4/3/2015
1068,My Planner,9:43 PM,8/23/2012
5142, View Degree Progress Report,2:35 PM,2/25/2015
10644,Enrollment Shopping Cart,9:28 AM,8/2/2017
13336,View Graduation Status,10:49 PM,11/20/2011
8773,Enrollment Shopping Cart,12:43 PM,11/1/2013
2055,Enrollment Shopping Cart,4:49 AM,5/27/2012
2476,Enrollment Shopping Cart,8:25 AM,11/7/2011
10351,Enrollment Shopping Cart,12:28 AM,4/12/2012
746,Enrollment Shopping Cart,10:01 AM,5/9/2017
6957,View Graduation Status,7:18 AM,4/1/2013
9682,Enrollment Shopping Cart,6:38 PM,9/30/2012
7456,View Graduation Status,7:55 PM,12/28/2016
11512,View Graduation Status,7:20 AM,12/25/2011
4718,My Planner,12:15 PM,9/21/2016
4078,Enrollment Shopping Cart,8:35 AM,11/29/2014
12548,View Graduation Status,6:34 AM,5/28/2012
4014,My Planner,3:10 AM,8/13/2014
5, View Degree Progress Report,9:12 PM,5/25/2012
12629,Enrollment Shopping Cart,1:04 PM,3/1/2015
7761,Enrollment Shopping Cart,1:08 PM,12/10/2015
3117,Enrollment Shopping Cart,1:09 PM,12/29/2016
6269,Enrollment Shopping Cart,5:08 PM,5/5/2015
1487,View Graduation Status,8:45 AM,8/13/2017
7070,View Graduation Status,6:35 AM,6/24/2014
6195,Enrollment Shopping Cart,6:27 PM,8/26/2011
4744,Enrollment Shopping Cart,12:37 PM,4/5/2014
4157, View Degree Progress Report,12:49 PM,1/25/2015
13451,Enrollment Shopping Cart,1:52 PM,7/5/2012
3547,Enrollment Shopping Cart,4:41 AM,5/16/2014
951,My Planner,12:37 AM,12/6/2013
4280,My Planner,2:50 AM,5/14/2017
4743,View Graduation Status,9:09 PM,4/28/2013
14608,My Planner,12:08 AM,12/9/2013
9686,Enrollment Shopping Cart,1:26 PM,1/31/2012
7533,View Graduation Status,10:09 PM,6/25/2013
2186,Enrollment Shopping Cart,10:56 PM,4/11/2017
4413,My Planner,1:41 PM,3/9/2017
8554,View Graduation Status,6:28 AM,4/30/2016
11695,Enrollment Shopping Cart,11:30 PM,6/17/2014
10558,My Planner,10:18 AM,5/11/2013
7410, View Degree Progress Report,5:15 PM,7/19/2015
11739,View Graduation Status,11:08 PM,8/2/2014
11745,My Planner,6:45 AM,1/13/2015
14622,Enrollment Shopping Cart,5:44 PM,2/8/2016
11684,My Academic Requirements,4:57 AM,8/1/2015
11956,Enrollment Shopping Cart,2:08 AM,8/14/2013
9736,Enrollment Shopping Cart,1:56 PM,1/9/2014
9091,Enrollment Shopping Cart,2:59 AM,1/2/2016
9301,My Academic Requirements,1:36 AM,11/2/2013
11703,My Planner,4:56 AM,2/18/2013
3250,My Planner,12:06 AM,11/11/2015
560, View Degree Progress Report,2:22 AM,11/28/2011
467,Enrollment Shopping Cart,4:34 PM,7/24/2012
11397,My Planner,4:16 AM,2/25/2015
7754,View Graduation Status,11:27 PM,4/27/2014
6844,Enrollment Shopping Cart,4:49 PM,12/4/2016
2711,My Planner,2:12 PM,4/12/2017
5642,Enrollment Shopping Cart,8:20 AM,8/28/2012
2310,My Planner,12:25 PM,9/18/2014
9018,Enrollment Shopping Cart,8:24 PM,4/30/2015
3160,My Academic Requirements,12:56 PM,12/1/2012
5830,My Planner,5:16 PM,9/28/2015
11173,Enrollment Shopping Cart,4:39 PM,3/21/2013
11524,Enrollment Shopping Cart,7:54 AM,1/18/2013
2960,Enrollment Shopping Cart,8:15 AM,4/1/2013
9696,Enrollment Shopping Cart,1:45 AM,6/27/2017
11055,Enrollment Shopping Cart,12:51 PM,7/16/2013
12922,Enrollment Shopping Cart,5:26 AM,12/13/2016
5138,Enrollment Shopping Cart,10:27 AM,11/24/2011
9345,My Planner,8:31 AM,10/4/2013
6311,Enrollment Shopping Cart,5:02 PM,4/20/2013
6968,My Academic Requirements,7:43 AM,8/24/2013
5610,Enrollment Shopping Cart,3:09 AM,8/12/2015
2636,Enrollment Shopping Cart,6:12 PM,9/30/2014
7048,Enrollment Shopping Cart,11:35 AM,4/13/2017
11652,Enrollment Shopping Cart,6:00 AM,11/15/2011
9526,Enrollment Shopping Cart,3:41 AM,4/12/2013
14746,Enrollment Shopping Cart,11:52 AM,4/19/2012
12542, View Degree Progress Report,2:44 AM,12/31/2012
8914,Enrollment Shopping Cart,10:00 PM,3/14/2012
2697, View Degree Progress Report,1:17 PM,9/20/2012
10261,My Planner,1:56 AM,9/26/2016
6913,Enrollment Shopping Cart,5:35 PM,12/13/2014
14869,My Planner,11:38 AM,3/3/2016
13765,Enrollment Shopping Cart,9:42 PM,7/13/2013
390,Enrollment Shopping Cart,10:28 PM,7/15/2013
10396, View Degree Progress Report,11:13 PM,6/11/2016
3732,View Graduation Status,10:36 PM,1/26/2014
12939,Enrollment Shopping Cart,2:49 AM,11/19/2012
7559,View Graduation Status,7:46 AM,10/27/2015
4324,Enrollment Shopping Cart,5:37 AM,10/10/2016
6206,Enrollment Shopping Cart,12:42 PM,6/18/2014
12601,Enrollment Shopping Cart,10:52 AM,11/21/2012
8157,My Planner,11:47 AM,11/4/2014
13543,My Planner,7:28 AM,11/13/2015
1451,My Planner,1:04 PM,2/14/2012
14382,My Academic Requirements,8:51 AM,9/6/2016
11651,Enrollment Shopping Cart,11:15 AM,6/9/2016
9222, View Degree Progress Report,5:11 AM,9/20/2015
11846,View Graduation Status,4:14 AM,8/31/2012
3024,Enrollment Shopping Cart,9:09 PM,1/5/2017
14920,Enrollment Shopping Cart,11:46 PM,8/22/2012
10411,My Planner,6:50 PM,6/18/2015
5651,Enrollment Shopping Cart,3:37 AM,12/7/2015
756,Enrollment Shopping Cart,12:13 PM,4/24/2015
11629,Enrollment Shopping Cart,10:55 AM,1/22/2016
9492,My Planner,10:37 PM,12/10/2016
1860,Enrollment Shopping Cart,2:32 AM,11/16/2015
10816,Enrollment Shopping Cart,1:52 PM,4/6/2014
2729,Enrollment Shopping Cart,2:08 PM,11/28/2015
11188,My Planner,10:48 PM,12/28/2011
3125,Enrollment Shopping Cart,1:13 AM,4/15/2017
13683,View Graduation Status,1:21 PM,12/30/2012
8637,My Planner,9:39 AM,12/14/2016
7252,My Planner,9:43 AM,12/16/2014
10665,My Planner,8:38 PM,5/9/2016
6411,My Planner,5:33 PM,10/14/2013
13196,My Planner,11:27 AM,11/5/2015
759,My Planner,6:37 PM,1/2/2015
3945, View Degree Progress Report,9:27 AM,10/20/2014
1797,My Planner,10:01 PM,5/17/2016
9249,My Planner,9:27 PM,2/3/2014
805,Enrollment Shopping Cart,10:41 PM,5/4/2012
5543,My Planner,9:43 AM,5/27/2015
5618,Enrollment Shopping Cart,5:58 AM,6/10/2015
13860,My Planner,9:11 PM,9/6/2016
8608,View Graduation Status,8:16 PM,12/13/2011
8823,Enrollment Shopping Cart,4:28 AM,11/5/2016
10309,My Planner,12:41 AM,12/7/2011
1588,My Planner,4:09 AM,10/20/2015
12277,View Graduation Status,2:45 PM,1/24/2017
9382,Enrollment Shopping Cart,9:34 PM,6/26/2017
3808, View Degree Progress Report,5:29 PM,11/30/2011
14424,View Graduation Status,7:38 AM,8/29/2014
1496,My Academic Requirements,9:25 PM,8/6/2016
12729,Enrollment Shopping Cart,12:50 AM,4/5/2016
14857,Enrollment Shopping Cart,3:50 PM,4/30/2015
12106,Enrollment Shopping Cart,1:31 PM,4/15/2016
5824,My Planner,5:07 AM,3/7/2012
2985,Enrollment Shopping Cart,3:45 AM,5/11/2015
10926,View Graduation Status,5:59 PM,8/9/2014
7785,View Graduation Status,2:46 PM,1/11/2012
11233,My Academic Requirements,3:15 PM,7/4/2016
4003,Enrollment Shopping Cart,5:48 AM,7/1/2017
14841,Enrollment Shopping Cart,1:06 PM,3/30/2014
14957,My Planner,6:49 PM,9/9/2012
6364,Enrollment Shopping Cart,2:56 PM,1/20/2012
11391,Enrollment Shopping Cart,1:07 PM,3/5/2015
13783, View Degree Progress Report,4:13 PM,1/17/2015
4037,My Planner,4:07 PM,1/28/2013
13818,Enrollment Shopping Cart,2:11 PM,2/19/2013
5102,Enrollment Shopping Cart,7:26 PM,7/4/2012
14949,Enrollment Shopping Cart,7:06 PM,2/6/2017
2068,My Planner,4:40 PM,7/31/2016
13329,Enrollment Shopping Cart,3:37 PM,8/14/2015
14209,My Planner,9:59 PM,3/26/2015
14855,Enrollment Shopping Cart,5:31 AM,8/2/2012
3015,My Academic Requirements,10:33 AM,4/19/2012
14108,My Planner,1:01 AM,4/18/2014
11838,View Graduation Status,8:53 PM,2/13/2014
10931,View Graduation Status,7:54 AM,5/23/2015
7467,My Planner,5:10 AM,4/9/2012
3330,Enrollment Shopping Cart,12:36 AM,3/16/2015
11540,Enrollment Shopping Cart,12:55 AM,7/16/2012
5959,Enrollment Shopping Cart,10:32 PM,5/22/2017
3164, View Degree Progress Report,1:37 PM,6/2/2016
7174,My Planner,7:39 AM,12/10/2012
8504,Enrollment Shopping Cart,12:28 PM,10/27/2014
3089,My Planner,5:32 PM,2/29/2012
3630,Enrollment Shopping Cart,12:31 PM,9/9/2015
2858,My Planner,1:44 AM,7/24/2013
5910,My Academic Requirements,11:47 AM,4/14/2014
10148,Enrollment Shopping Cart,8:56 AM,2/10/2017
12236,My Planner,9:33 AM,3/4/2017
7083, View Degree Progress Report,1:43 PM,1/12/2014
9405,Enrollment Shopping Cart,4:57 AM,11/4/2013
91,My Planner,1:25 PM,7/21/2015
14682,Enrollment Shopping Cart,6:41 AM,5/31/2012
8255,Enrollment Shopping Cart,3:41 PM,11/10/2012
13845, View Degree Progress Report,3:53 AM,12/20/2011
13263,My Academic Requirements,10:37 PM,9/22/2014
9603,View Graduation Status,1:30 PM,10/25/2011
2755,My Planner,11:11 AM,2/4/2016
9927,My Planner,5:49 PM,8/4/2015
12297,Enrollment Shopping Cart,3:34 AM,10/28/2013
4228,My Planner,12:31 AM,2/17/2017
5112,My Planner,9:47 AM,11/1/2016
2777,My Planner,8:16 PM,6/12/2013
6584,My Planner,6:13 AM,1/4/2017
8756,My Planner,5:15 PM,2/7/2014
11789,Enrollment Shopping Cart,3:46 PM,7/27/2016
9299,Enrollment Shopping Cart,10:22 AM,3/17/2016
10061,My Planner,4:51 PM,5/18/2017
11547,My Planner,6:47 AM,11/19/2012
2422,Enrollment Shopping Cart,8:09 AM,9/8/2012
3012,View Graduation Status,7:55 AM,6/11/2013
11740,Enrollment Shopping Cart,9:19 PM,9/1/2015
2597,View Graduation Status,1:59 PM,12/19/2015
6197,Enrollment Shopping Cart,5:28 PM,11/21/2011
7532,Enrollment Shopping Cart,6:52 PM,5/6/2013
6368,My Planner,8:07 AM,4/25/2012
2082,My Academic Requirements,3:27 PM,6/17/2016
9039,View Graduation Status,10:44 AM,1/22/2016
7573,My Planner,2:38 PM,8/19/2017
9728,My Academic Requirements,3:49 AM,10/22/2012
13761,View Graduation Status,3:39 PM,9/26/2016
14576,Enrollment Shopping Cart,11:40 PM,9/9/2015
1005,Enrollment Shopping Cart,3:00 AM,9/5/2015
9163,View Graduation Status,10:22 AM,12/26/2016
14233,Enrollment Shopping Cart,8:27 PM,4/11/2017
10896,View Graduation Status,2:37 AM,1/13/2015
12014,Enrollment Shopping Cart,3:32 AM,7/16/2013
9870,My Planner,11:44 AM,12/4/2013
5395,View Graduation Status,2:12 PM,8/30/2015
10914,Enrollment Shopping Cart,2:24 PM,6/6/2016
12941,Enrollment Shopping Cart,2:58 AM,9/22/2013
7764,My Planner,7:07 AM,2/2/2012
5733,View Graduation Status,9:23 PM,12/28/2013
12705,Enrollment Shopping Cart,11:51 PM,12/30/2012
7085, View Degree Progress Report,9:42 PM,9/25/2011
7838,View Graduation Status,7:56 PM,5/27/2016
3741,Enrollment Shopping Cart,2:32 AM,12/1/2015
14253,View Graduation Status,11:31 PM,6/30/2015
14093,My Planner,4:03 AM,6/16/2016
7837,View Graduation Status,12:08 AM,7/30/2014
13768,My Planner,2:25 PM,11/1/2015
13917,Enrollment Shopping Cart,3:42 PM,4/14/2016
14153,My Planner,10:28 AM,5/31/2015
10176,Enrollment Shopping Cart,2:31 PM,10/21/2013
9720,My Academic Requirements,2:02 PM,11/29/2014
8377,Enrollment Shopping Cart,8:54 AM,2/6/2015
1712,Enrollment Shopping Cart,3:24 PM,10/9/2016
11886,Enrollment Shopping Cart,4:03 AM,5/10/2012
10543,My Planner,3:56 PM,3/10/2013
8482,Enrollment Shopping Cart,12:30 PM,11/18/2016
10301,My Academic Requirements,10:49 PM,3/31/2014
6977,My Planner,6:48 PM,8/23/2016
4013,Enrollment Shopping Cart,5:50 PM,10/22/2013
10407,Enrollment Shopping Cart,3:33 AM,12/25/2016
14518,Enrollment Shopping Cart,2:39 PM,5/15/2013
10164, View Degree Progress Report,10:38 PM,5/11/2014
13015,View Graduation Status,12:00 AM,8/10/2014
4992,View Graduation Status,5:21 AM,2/27/2013
14062,Enrollment Shopping Cart,4:43 PM,8/15/2014
3899,My Planner,4:04 AM,8/15/2016
1559,Enrollment Shopping Cart,2:28 PM,3/23/2015
13418,Enrollment Shopping Cart,10:00 AM,2/10/2012
1100,Enrollment Shopping Cart,8:48 PM,2/17/2012
3692,My Planner,3:42 PM,3/3/2015
11886,View Graduation Status,5:42 PM,1/30/2012
13129,My Planner,12:49 PM,2/4/2012
1237,View Graduation Status,12:53 PM,6/15/2016
11961,Enrollment Shopping Cart,7:23 AM,4/24/2013
12192,Enrollment Shopping Cart,1:25 AM,9/29/2013
4393,My Academic Requirements,1:07 PM,1/18/2013
10492,Enrollment Shopping Cart,3:50 AM,6/10/2014
14629,Enrollment Shopping Cart,6:29 PM,12/12/2011
445,My Planner,8:57 AM,6/23/2014
1679,View Graduation Status,4:16 AM,1/18/2015
12848,Enrollment Shopping Cart,10:24 PM,2/4/2014
1815,My Planner,5:28 AM,8/25/2016
5220,Enrollment Shopping Cart,9:50 PM,4/14/2017
1850, View Degree Progress Report,5:41 AM,10/11/2011
10051,My Academic Requirements,7:59 AM,7/13/2013
13149,View Graduation Status,5:32 AM,7/24/2014
4369,My Planner,2:46 AM,11/12/2016
10652,Enrollment Shopping Cart,4:50 AM,3/26/2012
3598,Enrollment Shopping Cart,10:22 PM,9/7/2015
9864,Enrollment Shopping Cart,3:41 AM,9/4/2014
8356,My Planner,11:00 AM,11/24/2014
11000,Enrollment Shopping Cart,3:23 PM,3/20/2013
2770,View Graduation Status,8:51 AM,6/17/2012
1483,Enrollment Shopping Cart,11:53 AM,3/9/2012
7561,Enrollment Shopping Cart,6:53 PM,9/5/2015
4002,Enrollment Shopping Cart,2:24 PM,10/1/2015
9534,My Planner,12:19 AM,2/11/2012
5775,My Planner,8:27 AM,7/1/2012
11987,Enrollment Shopping Cart,7:44 AM,10/7/2016
7322,View Graduation Status,4:09 AM,1/30/2017
8784,Enrollment Shopping Cart,2:48 PM,4/26/2015
7007,View Graduation Status,11:48 PM,6/20/2015
11453,Enrollment Shopping Cart,11:05 AM,4/10/2014
4688,My Planner,4:27 AM,10/18/2011
6429,Enrollment Shopping Cart,8:28 PM,8/19/2014
8716,Enrollment Shopping Cart,2:03 AM,12/2/2014
12253,Enrollment Shopping Cart,8:09 AM,6/10/2017
11683,Enrollment Shopping Cart,8:48 PM,1/12/2012
1859,Enrollment Shopping Cart,5:05 PM,12/18/2013
5297,Enrollment Shopping Cart,12:25 PM,4/3/2012
4356,My Planner,10:01 PM,4/16/2015
7993,Enrollment Shopping Cart,3:06 PM,9/3/2012
13842,Enrollment Shopping Cart,4:54 PM,5/20/2014
4615,Enrollment Shopping Cart,2:46 AM,9/20/2015
13441,View Graduation Status,8:27 AM,1/12/2013
8910,View Graduation Status,2:23 PM,3/14/2016
7379,My Planner,12:22 PM,3/21/2015
3652,My Planner,12:07 PM,3/28/2013
13850,Enrollment Shopping Cart,1:27 AM,2/29/2016
7739,Enrollment Shopping Cart,8:37 PM,11/3/2011
2310,Enrollment Shopping Cart,9:23 PM,7/18/2017
8495,Enrollment Shopping Cart,1:02 AM,5/9/2013
1791, View Degree Progress Report,6:55 AM,9/27/2015
5476, View Degree Progress Report,8:46 PM,12/29/2014
1855,My Planner,9:24 AM,7/14/2015
9921,Enrollment Shopping Cart,5:27 AM,12/10/2016
1022,My Planner,10:09 PM,11/20/2012
7904,Enrollment Shopping Cart,6:35 PM,10/5/2016
6505,My Planner,7:52 AM,6/9/2015
6302,Enrollment Shopping Cart,7:30 AM,12/27/2011
6081,My Academic Requirements,10:05 PM,10/13/2012
6089,Enrollment Shopping Cart,7:04 PM,9/19/2016
9676,My Planner,6:42 PM,3/25/2014
4601,Enrollment Shopping Cart,10:24 PM,7/10/2012
1007,View Graduation Status,12:07 AM,11/25/2015
6928,Enrollment Shopping Cart,3:48 PM,6/6/2016
3962,My Planner,3:03 PM,3/10/2014
4879,My Planner,8:24 PM,11/22/2016
3825,Enrollment Shopping Cart,1:41 PM,4/1/2015
11047,View Graduation Status,7:36 PM,10/20/2014
10337,Enrollment Shopping Cart,11:22 AM,6/6/2014
8412,My Planner,5:51 PM,3/30/2014
6011,My Planner,7:16 PM,4/7/2015
6052,Enrollment Shopping Cart,3:46 AM,5/11/2017
12766,My Planner,7:10 AM,9/25/2015
4118,Enrollment Shopping Cart,7:07 AM,9/26/2016
4221,Enrollment Shopping Cart,3:06 PM,11/3/2012
7597,Enrollment Shopping Cart,1:17 PM,6/21/2012
9045,Enrollment Shopping Cart,1:55 PM,6/9/2014
1713,My Planner,4:57 PM,1/13/2012
2175,My Planner,5:55 PM,2/23/2015
4051,Enrollment Shopping Cart,12:04 AM,1/10/2013
4346,Enrollment Shopping Cart,9:52 AM,2/21/2014
144,Enrollment Shopping Cart,9:02 AM,11/28/2015
13478,Enrollment Shopping Cart,8:04 AM,7/19/2013
1292,My Planner,12:43 PM,2/6/2014
6831,Enrollment Shopping Cart,2:53 PM,6/22/2012
12977,My Planner,5:46 AM,9/5/2013
1531,Enrollment Shopping Cart,7:10 AM,11/20/2014
14059,Enrollment Shopping Cart,5:58 AM,5/11/2017
2616,Enrollment Shopping Cart,8:13 PM,5/23/2013
1707,View Graduation Status,2:48 AM,7/7/2015
7896,Enrollment Shopping Cart,2:34 PM,5/24/2016
7585,Enrollment Shopping Cart,2:40 PM,11/30/2012
435,My Planner,10:54 PM,12/19/2013
1153,Enrollment Shopping Cart,10:05 PM,6/10/2014
7726, View Degree Progress Report,3:51 AM,2/27/2012
1599,Enrollment Shopping Cart,2:39 AM,4/30/2012
6837,Enrollment Shopping Cart,1:51 AM,7/4/2017
13463,View Graduation Status,4:21 PM,6/12/2012
7512,View Graduation Status,8:53 AM,11/29/2012
12637,My Academic Requirements,10:07 PM,2/22/2016
1040,My Academic Requirements,3:19 PM,6/12/2014
6583,View Graduation Status,8:57 PM,3/20/2012
12682,View Graduation Status,2:36 PM,7/13/2017
5664,My Academic Requirements,1:25 AM,11/28/2011
8521,My Planner,4:16 PM,4/12/2014
8032,My Planner,10:52 PM,1/12/2014
8414,View Graduation Status,8:23 AM,8/30/2014
11431,My Planner,9:25 PM,2/14/2017
11691,View Graduation Status,3:48 AM,7/2/2016
7373,Enrollment Shopping Cart,10:26 PM,11/7/2015
12890,My Academic Requirements,5:26 PM,12/18/2012
5060,My Planner,2:33 AM,11/8/2015
2125,Enrollment Shopping Cart,12:25 PM,4/14/2015
7984,Enrollment Shopping Cart,6:38 PM,12/1/2014
7447,Enrollment Shopping Cart,2:21 PM,6/29/2013
797,My Planner,8:14 PM,4/14/2014
5894,View Graduation Status,4:18 PM,6/17/2015
2688,My Academic Requirements,11:03 AM,2/21/2012
2954,Enrollment Shopping Cart,3:34 AM,2/10/2013
1645,Enrollment Shopping Cart,9:53 AM,8/20/2015
889,View Graduation Status,5:11 AM,4/29/2014
9243,View Graduation Status,11:31 AM,6/27/2014
14819,Enrollment Shopping Cart,4:18 AM,6/21/2013
11426,Enrollment Shopping Cart,11:35 PM,12/24/2013
14897,My Planner,1:19 AM,4/6/2012
8649,Enrollment Shopping Cart,9:17 PM,4/9/2013
8819,My Planner,5:39 PM,2/23/2013
3700,Enrollment Shopping Cart,1:25 AM,9/30/2012
3860,My Academic Requirements,10:37 PM,5/22/2016
10176,Enrollment Shopping Cart,5:57 AM,1/2/2015
14472,Enrollment Shopping Cart,9:39 AM,1/15/2015
13784,Enrollment Shopping Cart,9:12 AM,7/11/2013
8661,Enrollment Shopping Cart,3:07 PM,5/29/2012
10123,Enrollment Shopping Cart,4:33 PM,8/4/2014
4720,Enrollment Shopping Cart,1:22 PM,5/30/2012
4386,Enrollment Shopping Cart,10:30 AM,3/4/2012
1301,Enrollment Shopping Cart,3:02 AM,3/10/2017
5377, View Degree Progress Report,8:19 PM,1/20/2015
551,Enrollment Shopping Cart,3:33 AM,2/1/2016
14901,My Planner,11:49 PM,9/6/2012
1121,Enrollment Shopping Cart,5:45 AM,4/29/2015
14604,Enrollment Shopping Cart,10:25 PM,1/9/2013
14537,Enrollment Shopping Cart,1:26 AM,9/23/2015
